ITEMID;CATEGORY1;CATEGORY1_ID;CATEGORY2;CATEGORY2_ID;CATEGORY3;CATEGORY3_ID;CATEGORY4;CATEGORY4_ID;BRAND;ITEMCODE;ITEMNAME
25797;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36848;GEZER FILLET BALLET FLATS GIRLS GA2YFM.01883.00
25798;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36849;GEZER 7975 EVA ROLLER *16*
25799;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36850;GEZER 8011 CROSSBAND BOOTIES *12*
25800;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36851;GEZER AIRBLOW ZENNEGT6YZM.08013.00
25801;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36852;GEZER AIRBLOW MERDANEGT6YMM.08026.00
25802;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36853;TRAVELING ROLLER SLIPPERS GT5YME.08041.00
25803;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36854;GEZER BALLET FLATS ZENNE GA2YZM.01912.00
25804;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36855;TRAVELING KETTEN MEN'S BOOTIES GA2YPM.01842.00
25805;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36856;LORİS ZENNE SLIPPERS LT1YZE.00999.01
25806;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36857;TRAVELING ROLLER MEN'S CHIROCA GT1YMM.07880.00
25807;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36858;GEZER P.ARASI EVA ZENNEGT5YZE.07853.00
25808;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36859;GEZER BALLET FLATS ZENNE GA2YZM.01922.01
25809;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36860;GEZER 8186.00 GONDOLA ZENNE
25810;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36861;TRAVELING ROLLER GT2KMM.08206.00
25811;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36862;GEZER 8249.00 SHAVED FILET MALE
25812;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36863;GEZER ZENNE GT1KZM.08277.00
25813;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36864;GEZER 8300.00 TRASLI ZENNE
25814;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36865;GEZER 8353 SLIPPERS ZENNE *12*
25815;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36866;GEZER 8413 EVA ZENNE *16*
25816;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36867;GEZER 2106.01 PVC SHOES LINEN BOOTIES ERK *6*
25817;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36868;GEZER 8505 PU COLLECTION ZENNE *6*
25818;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36869;GEZER 8551 EVA SLIPPER ROLLER *12*
25819;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36870;GEZER 8553 EVA SLIPPERS BABY BOOTIES ERK *16*
25820;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36871;MOBILE BOOTIES GIRLS GA2KPM.02246.00
25821;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36872;GEZER 9002 INDOOR ZENNE *12*
25822;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36873;GEZER ZENNE GT1KZM.09100.00
25823;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36874;GEZER 9105.00 SHAVED ZENNE SLIPPERS*12*
25824;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36875;GEZER ZENNE GA7KZE.02338.00
25825;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36876;GEZER 9217-00 EVA ROLLER SLIPPERS *12*
25826;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36877;GEZER 2521.00 BALLET FLATS MEN'S BOOTIES*6*
25827;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36878;GEZER 9791.00 AIR BLOW FILET *6*
25828;Cold Beverages;221882514;Daily Drink;13-701122731;Ayran-Kefir;28-128211;Ayran (Yogurt Drink);182-23752723;HAKKATAPAN;36879;HAKKATAPAN PACKAGE AYRAN 200ML
25829;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36881;PRT. WATER GUN BIG*72
25830;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36882;KARTELADA BY. LENGTH REPAIR KIT
25831;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36883;TOY SMALL PISTOL SET K60
25832;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36884;TOY LARGE PISTOL SET K35
25833;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36885;TOY 112 PRC LEGO
25834;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Freezer Bag;73-490492;TOFITA;36887;TO-FI-TA 1801 ICE. MEDIUM 30 BAGS *60*
25835;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Plastic Cup;73-9297423;TOFITA;36888;TO-FI-TA 1902 GLASS CRYSTAL 6PCS *125*
25836;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Plastic Household Items;73-65753197;TOFITA;36889;TOFITA PASTRY CAPSULE 1919-T
25837;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Hand Tool;73-241663197;TOFITA;36891;TOFITA VEGETABLE AND FRUIT PEELING LARGE
25838;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Powder Drink;27-24182999;Powder;43-97434390;KOZA;36896;COCOON PEACH *36*
25839;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Powder Drink;27-24182999;Powder;43-97434390;KOZA;36897;COCOON CHERRY PACKAGE *24*
25840;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36899;TOY BOX. CHUBBY TR. BABY WITH TALKING HAIR
25841;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36900;TOY SELEN DOLL TR. CONUS. WETTING GOLD
25842;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36901;TOY RAIN DOLL (WITH BATH SET)
25843;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36902;GEZER 9920 ZENNE *12*
25844;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36903;GEZER 9978.00 WINTER BOOTIES GONDOLA*12*
25845;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36904;GEZER 10028 WINTER ROLLER *12*
25846;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36905;GEZER 10193.00 ROLLER *12*
25847;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36906;GEZER 10220 ROLLER *12*
25848;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36907;GEZER 10466 ENJOY ROLLER *12*
25849;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36908;GEZER 10471 SUMMER ZENNE *12*
25850;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36909;GEZER 10496 COLLECTION ZENNE *6*
25851;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36910;GEZER 10656 PU ZENNE *12*
25852;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36911;GEZER 10662.01 SUMMER ZENNE *12*
25853;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36912;GEZER 2812 BOOTIES *6*
25854;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36913;GEZER 11370.00 BOOTIES GIRL
25855;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36914;GEZER 11578 SUMMER ZENNE *12*
25856;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36915;GEZER 11648.01 ZENNE
25857;Home;627999999;Textile-Clothing-Accessories;12-972460101;Shoes-Slippers;26-128114;Footwear;74-232316629;GEZER;36916;GEZER 12357.00 BOOTIES MEN
25858;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36917;ARWEY LAUR NOT BLOK BEIGE
25859;Breakfast Products;14110271;Traditional;20-70243124;Halva-Tahini-Molasses;56-1061527;Halva;116-563123117;TIMUR;36921;TIMUR 310 GR PLAIN HALVA*12*
25860;Baby;262614;Underwear;12-293816670;Socks;25-318211;Children’s Socks;38-38386038;FIRST;36926;FIRST CHILDREN'S TERRY SOCKS 10-11
25861;Food;8125199;Biscuits-Snacks;18-42910160;Nuts;41-14252528;Other Nuts;84-657511299;OMUR;36929;ÖMÜR WITH CORN SAUCE 250 GR
25862;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Plate;73-3861974;KRISTAL;36932;11178 CRYSTAL BOAT PLATE 32CM
25863;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Milk Desserts;84-22252415;Fruity;122-61992429;DANONE;36934;COME OUT. PUD.2X50 GR
25864;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Yogurt;59-2818825;Plain;80-101652423;DANONE;36935;DANONE NATURAL YOGURT 750 GR
25865;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Milk Desserts;84-22252415;Fruity;122-61992429;DANONE;36936;DANONE DANISSIMO 125 GR CHOCOLATE *6*
25866;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Milk Desserts;84-22252415;Fruity;122-61992429;DANONE;36937;DANONE P.DANINO 6X40 GR BANANA
25867;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Milk Desserts;84-22252415;Fruity;122-61992429;DANONE;36938;DANONE YOGURT 95 G POPPING SEX. *12*
25868;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Fruit Juice;27-1662827;Mixtures;178-607510160;DANONE;36939;DANONE FRUIT NECTAR MIXED 200 ML *27*
25869;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36940;SUDOR UHU 19 ML
25870;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36941;MYDIDO PLAY DOUGH 6 BAGS
25871;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36942;SUDOR 20X30 10 PCS FELT SEAL
25872;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36947;DUAL SWORD SHIELD SET
25873;Baby;262614;Ready Meal-Baby Food;12-56234329;Ready Kids Meals;24-1012912;Baby Food;37-56752331;MILUPA;36948;MILUPA CONFORMIL 1 300 GR *8*
25874;Home;627999999;Electric-Electronic;17-24312460;Electronics;35-6152112;Electronic Devices;63-249727166;ADDISON;36949;ADDISON 300143 RED MOUSE PAD
25875;Cosmetics;141829166;Oral Care Products;22-23702943;Toothpastes;65-512125;Pastes;134-61382723;SIGNAL;36950;SIGNAL D.MAC. 75 ML COCO WHITE *24*
25876;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36954;LINE PLUS ROLLERBALL PEN 3900
25877;Cosmetics;141829166;Shower-Bath;22-6511210154;Body Shampoos;66-2725325;Shower Gel;141-651019331;PALM;36955;PALM SHOWER GEL 200 ML CASMERE *12*
25878;Detergent;5624621;Laundry Washing;14-38236123;Powder Detergents;30-24182999;Normal;48-27752331;TURSIL;36957;TURSIL MATIC 7.5 KG WILDFLOWERS *1*
25879;Detergent;5624621;Laundry Washing;14-38236123;Fabric Softeners;30-312825;Concentrate;45-60272397;VERNEL;36958;VERNEL MAX 750 ML AMETHIST *12*
25880;Detergent;5624621;Laundry Washing;14-38236123;Fabric Softeners;30-312825;Concentrate;45-60272397;VERNEL;36959;VERNEL MAX 1.5 LT JAPANESE ROSE & GERANIUM *12*
25881;Detergent;5624621;Laundry Washing;14-38236123;Fabric Softeners;30-312825;Concentrate;45-60272397;VERNEL;36960;VERNEL MAX 960GR NARCISSUS FLOWER&LAVENDER *12*
25882;Detergent;5624621;Dishwashing;14-41123123;Dishwasher Products;29-225151;Polisher;43-92752329;PRIL;36961;PRIL MAK. POLISHER 475 ML *10*
25883;Detergent;5624621;Hand-Wash Products;14-24316524;Liquid Detergent;31-22122712;Liquid;43-1011172929;PRIL;36962;PRIL 675 GR ADANA ORANGE *20*
25884;Detergent;5624621;Hand-Wash Products;14-24316524;Liquid Detergent;31-22122712;Liquid;43-1011172929;PRIL;36963;PRIL 6 KG HYGIENE *4*
25885;Cold Beverages;221882514;Carbonated Drink;30-70234331;Cola-Soda;83-318151;Cola;172-38312390;COCA;36964;COCA COLA 450 ML ZERO *12*
25886;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36966;FABER MARKER BLUE
25887;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;36967;BABY BARBIE DOLL
25888;Home;627999999;Books-Magazines-Stationery;17-60299723;Magazine;37-56218;Weekly;68-561002329;DERGILER;36968;MAGAZINE AUTO CAR
25889;Home;627999999;Books-Magazines-Stationery;17-60299723;Magazine;37-56218;Weekly;68-561002329;DERGILER;36970;MAGAZINE PLATINUM
25890;Home;627999999;Books-Magazines-Stationery;17-60299723;Magazine;37-56218;Weekly;68-561002329;DERGILER;36971;MAGAZINE ESQUIRE COSMOPOLITAN 2 PK.
25891;Home;627999999;Books-Magazines-Stationery;17-60299723;Magazine;37-56218;Weekly;68-561002329;DERGILER;36972;MAGAZINE SCIENCE AND FUTURE
25892;Home;627999999;Books-Magazines-Stationery;17-60299723;Magazine;37-56218;Weekly;68-561002329;DERGILER;36975;MAGAZINE ON MOTOR
25893;Home;627999999;Books-Magazines-Stationery;17-60299723;Magazine;37-56218;Weekly;68-561002329;DERGILER;36976;MAGAZINE LACIVERT
25894;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36977;THOUSANDS OF KINDS OF POCKET BOOKS
25895;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;36978;GEOGRAPHY ATLAS
25896;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36979;TURKISH DEY. AND PROVERB. DICTIONARY-PLAS.K./K
25897;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36980;BUTTERFLY COLORING
25898;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36981;CHEERFUL COLORING
25899;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36982;ENGLISH.-TURKISH/TURKISH-BRITISH./ KARATAY
25900;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36983;LEVENT ESCAPE FROM HAUNTED HOUSE
25901;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36984;THE BOOK IS THE ONLY PEYG. AND HIS FRIENDS
25902;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36985;BEYOND THE GREAT WALL OF CHINA
25903;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36986;WINX CLUB MAGIC ISLAND
25904;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36987;DETECTIVE SKULL-PLAYING WITH FIRE
25905;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36988;IT'S TIME TO MOVE
25906;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36989;I LOVE BOOKISH CAKE
25907;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36990;THE BOOK IS ON THE ROTTEN ROADS
25908;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36991;BOOK MY FIGHT / NIGHT
25909;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36992;BOOK MIRACLES SCENE
25910;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36993;THE ME IN YOU
25911;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36994;BOOK RED & BLACK - DIONIS
25912;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36995;BOOK LILY OF THE VALLEY & A PAGE OF LOVE DIONIS
25913;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36996;DAVID COPPERFIELD / ILLUSTRATED CLASSICS
25914;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36997;BOOK ILLUSTRATED CLASSICS DR. JEKYLL AND MR. HYDE
25915;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36998;BOOK BLACK ARROW
25916;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;36999;THE ADVENTURES OF THE BOOK PARTICLE - THE SECRET OF THE STONE
25917;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37000;THE BOOK IS MY NAME IS MEVLANA
25918;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37001;BOOK MISCHIEVOUS MERT LIFE IS LIKE A GRAPE CAKE
25919;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37002;TALES WITH THE TASTE OF BOOK CANDY
25920;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37003;BOOK MARWIN DIARIES
25921;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37004;BOOK GLAZE MANSION
25922;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37005;BOOK PAPER - SOUND
25923;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37006;BOOK HEALING WITH THE POWER OF THE MIND
25924;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37007;SPARKLING TALES/HARDCOVER
25925;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37008;OUR LIVING IDIOMS
25926;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37009;SPIRITUAL INTELLIGENCE / YAKAMOZ
25927;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37010;FROM THE KITCHEN OF MASTER OKTAY
25928;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37011;100 % BE YOURSELF / MOBILE
25929;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37012;READING CHILDREN'S BEHAVIOR
25930;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37013;SECRET / POCKET
25931;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37014;DEEP IN A WOUNDED HEART
25932;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37015;ENGLISH -TURKISH DICTIONARY / YAKAMOZ
25933;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37016;NUTRITION ACCORDING TO YOUR BLOOD TYPE
25934;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37017;BIG SECRETS OF PEOPLE WHO HAVE GONE DOWN IN HISTORY THAT WILL MAKE YOU SAY WOW
25935;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37018;NO WORDS BETWEEN FRIENDS
25936;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37019;LET WHAT YOU EAT BE YOUR MEDICINE
25937;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37020;IN THE KITCHEN OF LOVE
25938;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37021;BOOK GOLDEN RULES IN BUSINESS LIFE
25939;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37022;MAKE PEOPLE BY SPEAKING WELL. ART
25940;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37023;HANGMAN
25941;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37024;FAIRY TALE FERRY VUP VUP/YAKAMOZ
25942;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37025;BOOK APPLE SCENTED TALES
25943;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37026;BOOK PEACH SCENTED TALES
25944;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37027;DIARY OF A COLD GIRL-3
25945;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37028;FIRST ATLAS
25946;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37029;ARRANGED LOVE
25947;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37030;LOVE ANGELS AND BUTTERFLIES
25948;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37031;SHAH AND SULTAN
25949;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37032;BOOK THE LAST CALIPH / POCKET
25950;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37033;AFACAN 5 S GO FOR A RIDE
25951;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37034;MAGIC AND SORCERY TO THE PROPHET MUHAMMAD
25952;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37035;POP PIXE BIG BIG
25953;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37036;RADIANT AND FAST WINGS-BUTTERFLY MEADOW
25954;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37037;ARABIC DICTIONARY
25955;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37038;OTTOMAN WITH LEGENDS
25956;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37039;BOOK MYSTERY WEDDING DRESS
25957;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37040;THE PERFECT MOVE OF LOVE
25958;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37041;TIP TILTED CANDLE
25959;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37042;BRILLIANT MIND
25960;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37043;SURAH YASIN TEBAKE AMME /YAS-14
25961;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37044;LETSY STUDY ENGILISH/5 BOOKS
25962;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37045;THE LITTLE PRINCE / CHILDREN'S PLANET
